27.0,62.6,25510,78.0625,310.8333,22000,38000
27.1,62.6,26838,69.7625,310.8333,22000,38000
27.1,62.6,24501,84.36875,310.8333,22000,38000
27.1,62.6,25830,76.0625,310.0,22000,38000
27.1,62.6,27062,68.3625,309.1666,22000,38000
27.1,62.6,26454,72.1625,308.3333,22000,38000
27.1,62.6,25014,81.1625,308.3333,22000,38000
27.1,62.6,25814,76.1625,308.3333,22000,38000
27.1,62.6,26214,73.6625,307.5,22000,38000
27.1,62.5,25286,79.4625,306.6667,22000,38000
27.1,62.5,31255,42.15625,306.6667,22000,38000
27.1,62.5,25526,77.9625,305.8333,22000,38000
27.1,62.5,24998,81.2625,305.8333,22000,38000
27.1,62.5,24870,82.0625,305.0,22000,38000
27.2,62.5,25206,79.9625,304.1667,22000,38000
27.1,62.5,25430,78.5625,302.5,22000,38000
27.2,62.5,25558,77.7625,301.6666,22000,38000
27.1,62.4,27142,67.86251,300.8333,22000,38000
27.2,62.4,30903,44.35625,300.0,22000,38000
27.2,62.4,24501,84.36875,299.1667,22000,38000
27.2,62.4,25862,75.8625,298.3333,22000,38000
27.2,62.4,24485,84.46876,297.5,22000,38000
27.2,62.4,25862,75.8625,297.5,22000,38000
27.2,62.4,31735,39.15625,296.6666,22000,38000
27.2,62.4,25270,79.5625,295.8333,22000,38000
27.2,62.4,24838,82.2625,295.0,22000,38000
27.2,62.4,26038,74.7625,294.1667,22000,38000
27.2,62.4,31495,40.65625,292.5,22000,38000
27.2,62.4,24245,85.96875,292.5,22000,38000
27.2,62.4,25622,77.3625,291.6667,22000,38000
27.2,62.4,25062,80.8625,290.8333,22000,38000
27.2,62.3,31911,38.05625,290.0,22000,38000
27.2,62.4,24069,87.06875,289.1666,22000,38000
27.2,62.3,26374,72.6625,288.3333,22000,38000
27.2,62.3,24870,82.0625,287.5,22000,38000
27.2,62.3,25862,75.8625,286.6667,22000,38000
27.2,62.3,25574,77.6625,285.8333,22000,38000
27.2,62.3,26454,72.1625,285.0,22000,38000
27.2,62.3,26326,72.96249,284.1666,22000,38000
27.2,62.3,32007,37.45625,284.1666,22000,38000
27.2,62.3,24357,85.26875,282.5,22000,38000
27.2,62.3,26374,72.6625,281.6667,22000,38000
27.2,62.3,24533,84.16875,280.8333,22000,38000
27.2,62.3,33368,28.95,280.0,22000,38000
27.2,62.3,25686,76.9625,280.8333,22000,38000
27.2,62.3,24501,84.36875,280.0,22000,38000
27.2,62.3,23349,91.56875,279.1667,22000,38000
27.2,62.3,26790,70.0625,279.1667,22000,38000
27.3,62.3,24549,84.06875,278.3333,22000,38000
27.2,62.3,26326,72.96249,278.3333,22000,38000
27.2,62.3,23813,88.66875,277.5,22000,38000
27.2,62.3,24293,85.66875,277.5,22000,38000
27.2,62.3,24341,85.36876,277.5,22000,38000
27.3,62.3,26342,72.86251,277.5,22000,38000
27.2,62.3,31383,41.35625,276.6666,22000,38000
27.2,62.3,25350,79.0625,276.6666,22000,38000
27.2,62.3,23541,90.36876,275.8333,22000,38000
27.2,62.3,25206,79.9625,275.8333,22000,38000
27.2,62.3,24501,84.36875,275.8333,22000,38000
27.3,62.3,24325,85.46875,275.8333,22000,38000
27.2,62.2,30759,45.25625,275.8333,22000,38000
27.3,62.2,25398,78.7625,275.8333,22000,38000
27.2,62.3,26230,73.5625,275.8333,22000,38000
27.3,62.3,27702,64.3625,275.8333,22000,38000
27.2,62.2,29111,55.55625,275.8333,22000,38000
27.2,62.3,24886,81.9625,275.8333,22000,38000
27.3,62.3,26374,72.6625,275.8333,22000,38000
27.2,62.2,25926,75.4625,275.8333,22000,38000
27.3,62.2,29671,52.05625,275.8333,22000,38000
27.2,62.2,27046,68.4625,275.0,22000,38000
27.2,62.2,25974,75.1625,275.0,22000,38000
27.3,62.2,25718,76.7625,275.0,22000,38000
27.2,62.2,26630,71.0625,275.0,22000,38000
27.2,62.2,25190,80.0625,275.0,22000,38000
27.2,62.2,24325,85.46875,274.1667,22000,38000
27.3,62.2,26630,71.0625,273.3333,22000,38000
27.3,62.2,33976,25.15,272.5,22000,38000
27.3,62.2,25030,81.0625,271.6666,22000,38000
27.3,62.2,26262,73.3625,271.6666,22000,38000
27.2,62.2,25142,80.3625,271.6666,22000,38000
27.3,62.2,31399,41.25625,270.8333,22000,38000
27.3,62.2,24309,85.56875,270.0,22000,38000
27.3,62.2,26310,73.0625,270.0,22000,38000
27.2,62.2,23685,89.46876,270.0,22000,38000
27.2,62.2,26886,69.4625,270.0,22000,38000
27.2,62.2,24694,83.1625,270.0,22000,38000
27.3,62.2,25110,80.56251,270.0,22000,38000
27.3,62.2,25894,75.6625,269.1667,22000,38000
27.3,62.2,31847,38.45625,269.1667,22000,38000
27.2,62.2,26038,74.7625,268.3333,22000,38000
27.3,62.2,24822,82.36251,268.3333,22000,38000
27.3,62.2,25782,76.3625,268.3333,22000,38000
27.2,62.2,24181,86.36875,268.3333,22000,38000
27.3,62.2,23845,88.46875,267.5,22000,38000
27.2,62.2,27398,66.2625,267.5,22000,38000
27.2,62.2,24485,84.46876,267.5,22000,38000
27.3,62.10001,26406,72.4625,267.5,22000,38000
27.2,62.10001,23669,89.56875,266.6667,22000,38000
27.3,62.2,24309,85.56875,266.6667,22000,38000
27.3,62.10001,23957,87.76875,265.0,22000,38000
27.3,62.2,31287,41.95625,265.0,22000,38000
27.2,62.10001,25350,79.0625,264.1666,22000,38000
27.2,62.10001,24117,86.76875,263.3333,22000,38000
27.2,62.10001,23717,89.26875,263.3333,22000,38000
27.3,62.10001,26358,72.7625,263.3333,22000,38000
27.3,62.10001,26534,71.6625,263.3333,22000,38000
27.3,62.10001,26166,73.9625,263.3333,22000,38000
27.3,62.10001,26294,73.1625,264.1666,22000,38000
27.3,62.10001,31431,41.05625,264.1666,22000,38000
27.3,62.10001,33032,31.05,263.3333,22000,38000
27.3,62.10001,24293,85.66875,263.3333,22000,38000
27.3,62.10001,26278,73.2625,262.5,22000,38000
27.3,62.10001,23813,88.66875,261.6667,22000,38000
27.3,62.10001,32471,34.55625,261.6667,22000,38000
27.2,62.10001,33032,31.05,260.8333,22000,38000
27.3,62.10001,25110,80.56251,260.0,22000,38000
27.3,62.10001,23669,89.56875,259.1666,22000,38000
27.3,62.10001,23861,88.36875,258.3333,22000,38000
27.3,62.10001,26518,71.7625,257.5,22000,38000
27.2,62.10001,26710,70.5625,257.5,22000,38000
27.3,62.10001,23829,88.56875,256.6667,22000,38000
27.3,62.10001,26566,71.4625,255.0,22000,38000
27.3,62.10001,24950,81.5625,255.0,22000,38000
27.3,62.10001,24565,83.96875,254.1667,22000,38000
27.3,62.10001,24405,84.96875,255.0,22000,38000
27.3,62.10001,23829,88.56875,255.0,22000,38000
27.3,62.10001,24694,83.1625,255.0,22000,38000
27.3,62.10001,25238,79.7625,255.0,22000,38000
27.3,62.10001,24165,86.46875,255.0,22000,38000
27.3,62.10001,24085,86.96876,255.0,22000,38000
27.3,62.10001,26214,73.6625,255.0,22000,38000
27.3,62.10001,23573,90.16875,255.0,22000,38000
27.3,62.10001,26918,69.2625,255.0,22000,38000
27.3,62.10001,25910,75.5625,254.1667,22000,38000
27.3,62.10001,25590,77.5625,255.0,22000,38000
27.3,62.10001,24838,82.2625,254.1667,22000,38000
27.3,62.10001,26630,71.0625,254.1667,22000,38000
